,text,label
1277,มาถึงเรื่องนักแสดงกันบ้าง สารภาพว่าดู  เพราะเห็นชื่อกงยูกับแบดูนา พอได้ดูก็คือดีสมกับที่คาดไว้ กงยูมาดกัปตันฮันคือเท่ขาดใจ เจ๊ในบทดร.ซงคือที่สุด รวมถึงนักแสดงคนอื่นในทีมด้วยที่เข้าถึงบทบาทมากจนเราเชื่อ เอาจริงแค่มาดูการแสดงของทีมนี้ก็คุ้มแล้ว 👩‍🚀👨‍🚀 ,pos
1452,พึ่งดูจบแล้วงงค่ะ ทำไมกงยูไม่ตาย556665  ,neg
3196,สิ่งที่เยียวยาใจชั้ลได้ก็คือ behind the scenes ,neu
1167,สนุกนะ พล็อตใหม่ดีๆแต่แอบเครียดเยอะอยู่เด้ออ ใดใดที่สุดของเรื่องนี้ก็คือกงยูหล่อมากกกกกกกก ค่ะ จบการีวิว ,pos
1393, เพิ่งดูจบข้ามปีไปเรยจ้า ให้ 8/10 สนุกดีนะ ทำให้ลุ้นได้ตลอด เปิดมาน่ากัวมากนึกว่าหนังผี ซอมบี้ สรุปไม่ใช่56565 ชอบตรงที่เรื่องมันชื่อทะเลสงัด หรือ silent sea ก็รู้สึกอย่างนั้นจริงๆอะ มันเงียบมาก เราไม่รู้จักกับสิ่งที่เรียกว่า น้ำดวงจันทร์ และมันมีอะไรซ่อนอยู่🥶 ,pos
1469,ลูกฉันเป็นคนดีย์!!!!!!!!!!!  ,neu
2929,ดูไปยิ้มไปใครยังไม่ดู ดูได้ที่NETFLIX      ,neu
1578,โหหหห ยังไม่ทันจะเริ่มภารกิจเข้าสถานีเลย… ,pos
117,ดูจบแล้ว สนุก แต่ไม่ว้าวขนาดนั้น นึกว่าจะขยี้มากกว่านี้ แต่นักแสดง CG ภาพ ดี สวย    ,neu
409, () พูดถึงกระแสของ “” และการปรากฏตัวของเขาในเรื่อง “”,neu
2878,ชอบๆๆๆๆแมสมากแม่ตัดได้สุดมาก👏👏👍👍🥰🥰cr.on cilp🙏🙏@Tee_Jaruji  ,pos
115, ดูแค่ทีเซอร์สนุกกว่าทั้งเรื่องอ่ะ อีพีแรกจับประเด็นได้แค่ไหน ทั้งเรื่องก็มีแค่นั้นแหละ แตะประเด็นได้ทั่วไปมาก แต่มีการจิกกัดสังคมบ้างประปราย เดินเรื่องค่อนข้างช้า คาดหวังการสืบสวนแบบสับๆคือผิดหวังมาก แล้วเอาจริงๆนะ ซีนจิ้นพระนางไม่ต้องมีก็ได้ 6.5/10 ,neg
1077,กำลังคิดว่าจริงๆชื่อตอนของ  ที่แปลไทย ควรแปลโดยเล่นคำจากชื่อภาษาไทยของชื่อหนังดีกว่ามั้ย แต่คิดอีกทีคนดูอาจจะไม่เก็ตขนาดนั้นก็ได้ อย่างตอน3ที่ชื่อ10 things i hate about you ถึงแปลว่า 10 กฎเฮ้วเด็ดหัวใจเฮี้ยว ก็คงไม่ได้สร้างความเข้าใจอะไรมากนัก 5555555555,neg
2971, อันดับสองของ Netflix ด้วยอะ@Tee_Jaruji  ,neu
2702,ไม่เอา,neg
219,เป็นซี่รี่ย์ที่ดีมากๆ สนุกสุดๆ อยากแนะนำให้ทุกคนได้ดูกัน น่าติดตาม ตอนนี้มี11ตอน รอไม่ไหวแล้วที่จะรอดูตอนต่อไป คือสามารถดูได้เรื่อยๆ ไม่อยากหยุดหรือพลาดสักตอน นี่ดูรวดเดียว11ตอน ตอนนี้จะบ้าตาย โหยหาการดูเรื่องนี้ รอไม่ไหวแล้ว   ,pos
2615,เรียนรู้คนฝรั่งเศสจากการดู Emily in Paris- จุ๊บแก้มกันบ่อยมาก- พักผ่อนตลอดเวลา กินกาแฟ นั่งคุย สูบบุหรี่- work to live not live to work- ทำงานแค่วันละ 7 ชั่วโมง เข้างานสาย ไม่ทำงานวันหยุด- เสื้อผ้า หน้า ผม เป๊ะ หุ่นสกินนี่กันหมด- พูดแรง พูดตรง กล้าวิจารณ์,neu
1627,🚨🎬 🌸◞˚ₓ 𝗡𝗲𝘁𝗳𝗹𝗶𝘅 𝗨𝗹𝘁𝗿𝗮 𝟰𝗸 𝗛𝗗◞˚ₓ 🌼      🌈𓐇 𝟯𝟬 𝗱𝗮𝘆 𝟭𝟬𝟬 𝗕𝗮𝗵𝘁 𓐇🌈🍅 จอเดี่ยวไม่หารจอ🍞 มี PIN ล็อคจอ🍅 ดูได้ทุกอุปกรณ์🍞 โอนแล้วรับรหัสเลย netflixราคาถูก Netflix  ูก netfilx ,neu
469,เปิดมาคือหยังคะ เนือย,neg
2333, ดูจบแล้วชอบแฮะ ผู้นำโง่ การหาประโยชน์จากภัยพิบัติ ปั่นเฟคนิวส์ สื่อติดตลก ยิ่งตอนท้ายที่มีแต่คนแก่ๆ ยิ่งขำ เพราะในความเป็นจริงก็คงช่วยแต่พวกบนๆแบบเดียวกัน 555,pos
454,คืองงตั้งแต่เริ่มยันจบ😂 ,neg
3080,ไม่ว่าจะไทยหรือเกาก็ต้องมีโมเม้นนี้นะ  มึงมาทีหลังอย่าพึ่งออก ให้พี่ไปก่อน ต่อคิวโว้ย 5555   ,neu
766,ดู  ซูฮยอนคือลงทุนมา นั่งดูไปลุ้นไป หันมาส่องกระจกอีกทีคือหัวฟูไม่ไหว แต่ใจอยากเป็นออนี่ของอปป้า เลยหาแชมพูที่ช่วยให้ได้ลุค  จนได้ไปเจอ  ช่วยให้ผมนุ่มสวย ได้ฟีลแบบเกาหลีสุด กลิ่นหอมปัง มีขายแค่ที่7-11เท่านั้น   ,neu
2731,เสียใจจ,neg
2849,ดูแล้วอยากกินลาบจ้าาา โอ้ย ไม่ได้กินลาบเมืองมานานและ ;-; ,neu
740,กุเกลียดอัยการ ,neu
1220,ดูไป 10 นาที มีแต่คนดีย์ๆเล่น🥰💋 ,neu
464,ชิบหายยานตก…เหว ,neu
284,💢Ⓝⓔⓣⓕⓛⓘⓧ ⓊⒽⒹ ④Ⓚ💢                          7days | 39฿      30 days  |  109฿   ▪︎ จอส่วนตัว / จอไทยเเท้   ▪︎ รับประกันตลอดการใช้งาน🌷ทักไลน์ netflix  wetv  netflixTH,neu
245,อารมณ์ตอนนี้ : อยากมีแฟน  ,neu
2425,ซีนนี้ ให้เห็น 2 ฝั่งแบ่งชัดเจน ตำรวจ อัยการ ศาล ลูกขุน สีหน้าพร้อมขยี้มากๆ ฝ่ายฮยอนซู มีแค่ทนายเคียงข้างแบบเท่ๆ       ,pos
2034,ขอขอบพระคุณลีโอ และคุณคมสรรนักพากย์ ที่มอบมีมด่ารัฐบาลแก่ประชาชนชาวไทย  ,pos
1387,สนุกอยู่นะ​ ชอบ​  ,pos
3377,.                   ‘หนูจะทำยังไงดีล่ะ’         “หนูไม่อยากเป็นเพื่อนกับเชวอุง”             😭😭😭😭😭😭😭😭😭…ฉันจะเทนายแล้วนะอุงงงงงง😡  ,neu
2392, เห็นคนพูดถึงแต่ฉากที่ดร.เรนเดิลด่ารบ. ซึ่งมันฉากแบบแว่บเดียวฉากเดียวแต่อิมแพคมาก แต่นอกเหนือจากฉากนั้นอยากพูดถึงสื่อต่างๆ ไม่ว่าจะเป็นการนำเสนอข่าวที่ต้องติดตลกมันทุกอย่าง ซึ่งนอกจากจะไร้สาระแล้วมันดูไม่มีมารยาทมาก คล้ายๆออกนอกเรื่องประเด็นที่จะพูด ซึ่งรายการไทย-,pos
546,รีวิว : ลุ้นเยี่ยวราด และกงยูหล่อ (คัดร้อยจบ) ,pos
2224,ทิโมทีโคตรนั่นลักกกกกก ,pos
2553,เหตุเกิดที่เกาหลี 🌓  ซับไทย Viuที่เดียว 👉    ่านว่าวิว ,neu
3087,อ่อค่ะเพื่อน เพื่อนที่ไหนจูบกัน   ,neu
2746,พอเถอะ..,neg
2310,"ย้ำอีกที ใครจะดู  อยากให้ดูแบบพากย์ไทยมาก แซ่บกว่าซับไทยแน่นอน (ทั้ง ๆ ที่ปกติก็ดูแบบซับตลอด 555) นอกจากพากย์ถึงอารมณ์แล้ว คำหยาบไปสุดมากแล้วเข้ากับบริบทสุด ๆ ซับอาจจะแปล ""แม่งเอ๊ย"" แต่พากย์ไทยเราไป ""เหี้ย"" เลย",pos
1752,ดู  แล้วอยากจิร้องให้อ่ะแกรรรร คือซีรีย์เกาหลีเค้าไปถึงขั้นนั้นแล้วอ่ะแกรรรรร ดูเพลินข้ามปีไปเลยสิคะ ,pos
1354, ไม่ค่อยคุ้นชินกับซีรีส์แนวนี้ แต่พอได้ดูแล้วเออสนุกมาก ชอบการครีเอทเนื้อเรื่อง มันเหมือนจิ๊กซอว์ที่พอมาประกอบสมบูรณ์แล้ว ทำให้เราสนุกไปกับสิ่งที่เรื่องนี้สื่อ ชอบความเหนือจินตนาการที่สามารถเกิดขึ้นใกล้เคียงความจริง อีกสิ่งที่ดีมาก ก.ล้านตัวคือนสด.ทุกคนเล่นโคตรดีเลย ,pos
130,ชอบ ๆ ไม่เคยเห็นหนังไทยสบถแบบนี้มาก่อน อย่างมากก็แค่ เหี้ยเอ๊ย  ,pos
663,หนังเรื่องสุดท้ายของปี2021ที่ดู คล้ายกับชีวิตจริงตอนนี้เลย ตอนนรุ้ว่าโลกกกำลังจะเเตก!! 🤯🤯🤯,neu
2995,ถ้าใครได้ดูแล้วจะโดนแซ้ปตก ดีใจกับตี๋ด้วยนะ🎉    ,neu
2214,Thread ดูไปพิมพ์ไปDon't Look Upดูเพราะชื่ออย่ามองข้างบน แต่ภาพโปสเตอร์เงยหน้ามองทั้งหมดเลย ก็เลย หือ? อะไร?พอเห็นชื่อกับแนวโปสเตอร์ก็ทำให้นึกถึงพวกดาวชนโลกนะตอนเห็นโปสเตอร์ไวๆ ยังไม่ได้สังเกตนักแสดง เห็นลีโอคนเดียวก็เออ สนใจ พอดูจริงก็ เฮ้ย นักแสดงแต่ละคน! ,neu
1076,การกระทำชัดเจนไปปะ ห่วงเกินเพื่อนสุด  ,neu
2946,ฝากหนังไทยฟิลกู้ดเรื่องนี้ไว้ในอ้อมใจด้วยนะค้า ฉายแล้วค่าวันนี้   💗 ,neu
2355,สนุกมากไม่รู้จะพูดไงอ่ะ มันคือหนังที่พูดความจริงของสังคมออกมาหมดเลย มันไม่สะท้อนแล้วมันเรื่องจริงทั้งหมด ในวันที่โลกแตกก็ยังมีแค่คนรวยที่รอด เงินสำคัญกว่าทุกอย่างแม้ในวันที่จะตาย  ,pos
2511,คุณทนายหมายถึงใครคะ   ,neu
1816, เข้าเน็ตฟลิกซ์แล้วนะคะ คืนคริสมาสอีฟนี้เฉลิมฉลองไปด้วยกันกับผลงานของคุณคิมซอนยองนะคะ🤩   ,neu
2931,TOP2 ดูวนไปทุกวัน วันละหลายรอบ พี่น้ำตาลสวยมาก 🤏🥺 ,pos
119, สนุกคุณภาพระดับอินเตอร์ Bangkok Breaking  มหานครเมืองหลวง อันดับสอง Top10 หนังซีรีส์น่าดู Netflix Thailand มี 6 ตอน ตอนละ 1 ชั่วโมง ดูเพลิน     ,pos
490,ใครไม่ชอบแนวนี้อาจจะง่วงนอนไป,neg
1511,ชอบน้องที่แสดงเป็นลู่น่า  ,pos
2818,กดดู  เมื่อเช้า กะว่าดูขำๆ แต่กลายเป็นสนุกเพลินๆ หนังรักโง่ๆ ไม่มีไรซับซ้อน สูตรสำเร็จตายตัวมากกกกก แต่น่ารัก นางเอกน่ารักดี กำเมืองก็ธรรมชาติสุดเป็นกำที่อู้กันเหมือนคนปกติ ไม่ใช่บทเขียนเท่าไหร่,pos
2994,ชอบพ่อหนุ่มกรุงเทพ หล่อ ตอนยิ้มน่ารักมาก ,pos
3200,ขออนุญาตสอบถามครับพี่ๆ 🙋🏻‍♀️ใครมีพิกัดร้านหรือรู้ว่านางเอกใส่กางเกงอะไรเนื้อผ้าอะไรบ้างคะ คือเราสอบสไตล์การแต่งตัวนางเอกมากเลยฮืออออออ ใครมีพิกัดร้านกางเกงปักๆมาก็ได้นะคะ   ,neu
2658,😔,neg
727,ซีซั่นหน้าขอเยนเนเฟอร์ปล่อยพลังเทพๆด้วยจ้า ไม่เอาโดนเนิร์ฟเหมือน ss2 แล้วนะ 😂 ,neu
1178, คือไม่เข้าใจตอนจบ,pos
1954,  ว่าด้วยเรื่อง ผู้นำหญิงคนนึงที่ทำประเทศฉิบหาย แล้วตัวเองก็หนีไป ปล่อยให้ประชาชนรับผลกรรม,neu
2400,ทั้งเรื่องอีดอกอัยการ​ไอ้แก่ตำรวจ​ ไอ้มีดโกนหน้าส้นตีนนี้แหละที่เหี้ยสุด​ ฆ่าพี่กุทำไม​ถามก่อน ฉีกทุกเวอร์ชั่นที่ดูมา อึ้งมากกกก​ ร้องไห้เลยกุ​ แล้วพี่หัวเหม่งกุจะอยู่คนเดียวยังไงในคุกอ่า​ ลุ้นว่าพอ.จะโดดตึกไหมอีก​ อิสัด​ หดหู่ชิบหาย😭😭​ ,neu
2485,ถึงความจริงจะเปิดเผยและได้ออกจากคุกแล้ว แต่ชีวิตฮยอนซูก็คือไม่เหมือนเดิมอีกต่อไปแล้วอ่ะ ทั้งความทุกข์ ความเจ็บปวด ความทรมาน รวมถึงความกดดันต่างๆที่เจอมา มันได้หล่อหลอมให้เค้าเป็นคนใหม่ที่ไม่ใช่ฮยอนซูชายหนุ่มที่ไร้เดียงสาอีกแล้ว    ,neu
355,สรุปลูกใคร แม่โอทิสอึ้งตอนสุดท้ายคึทิ้งปมแหระ ,neu
2644,มาแรงอีกคน! กับ Lucas Bravo นักแสดงหนุ่มชาวฝรั่งเศสอายุ 32 ปี จากเรื่อง Emily in Paris หรือ 'เกเบรียล' เชฟสุดหล่อในเรื่องนั่นเอง นอกจากเนื้อเรื่องของซีรีส์ก็มีนักแสดงในเรื่องนี่แหละที่งานดีไม่แพ้กัน ลุ้นซีซั่น 2 กันยาวๆ แจกวาร์ป IG : lucasnbravo   ,pos
2059,เป็นหนังที่ดูแล้วแบบ มีฉากหงุดหงิดจิงๆ ลำไยอีรัดบาน!!! คือมันเหมือนเหตุการณ์จิงในตอนนี้ รัดบานคิดแต่จะหาผลประโยชน์ จนตายห่ากันหมด 😱 มันใช่ แบบอยากให้ดูกันจิงๆ มันสะท้อนสิ่งที่เกิดขึ้นตอนนี้ทั้งหมด ประโยคที่ชอบที่สุดของเรื่อง อาจมีสปอย!⚠️⚠️⚠️⚠️ อยู่ในรูปด้านล่าง  ,pos
948,หลอกว่าเป็นซีรีส์รอมคอม เล่น way นี้เลยเหรอ ทำไมคิมจีอุง ถึงต้องเศร้าขนาดนี้ แม้แต่แม่เค้า ยังไม่รู้ว่าเค้าแพ้ลูกพีช ชั้นอยากไห้    ,neu
1566,แบดูนา กงยู อีจุน คิมซอนยอง และ อีมูแซง ทีมนักแสดงนำซีรีส์ 'The Silent Sea' ส่งคลิปมาทักทายแฟน ๆ Korseries ชวนมุ่งหน้าสู่ดวงจันทร์ ส่งท้ายปี 2021 อย่างยิ่งใหญ่ และร่วมลุ้นระทึกไปกับภารกิจเสี่ยงตายพร้อมกันวันนี้ที่ Netflix อย่าลืมดูกันนะ~🧑🏼‍🚀🌔  ,pos
1859,สำหรับเรื่อง  ที่มีเพียง8ตอน ดูจบรวดเดียวได้ในหนึ่งวัน ต้องขอบอกเลยว่าเนื้อเรื่องเข้มข้นดีมากอันนี้ต้องชมเลยเพราะด้วยความที่มีแค่8ตอน แต่ทำได้ขนาดนี้ถือว่าเยี่ยมสุดๆ แต่ตอนจบมันยังค้างคาในหลายประเด็นมากๆเลยนะที่ไม่เคลียร์ ไม่รู้ว่ามีss2 หรือต้องการจบแบบปลายเปิด,pos
361,รวมซีรีส์/หนังเข้าใหม่ 20-26 ธ.ค. ที่คุณต้องห้ามพลาด! ไปดูรีวิวแบบเต็ม ๆ กันได้เลยที่นี่ 👉         2564    ,neu
470,พอออกจากคุกก็ไปดวงจันทร์เลยค่ะ😄 สะดุดตาพี่เขาจริงๆ   ,neu
873,"Morning TEe 🎉ขอให้ตี๋สนุกกับงานใหม่ๆที่เข้ามานะ,ดูส้มป่อยวนไป     ",neu
2091,ชอบเพลงมาก 555555 หนังดีมาก กัดได้หลายประเทศเลย อิประเทศนี้ก็ใช่🥲 ,pos
1981,ถึงนักวิจารณ์บอกว่าหนังส้นตีนต่ำตม แต่เฮ้ย นี่คือหนังเหี้ยที่กูต้องการตอนนี้จริงๆ คือมึง ต่อให้ยาวสามชั่วโมงนั่งกลั้นเยี่ยวดูจนจบได้ก็จะทำ !! เปิดเครื่องด่าแทนใจ ละที่นักวิจารณ์บอกเสียดสีตื้นเขิน คือบางทีกูอยากด่าแบบตรงๆเข้าใจไหม ไม่ใช่ตีความสามวันถึงเก็ทว่าด่า หอก!  ,pos
1055,ราษฎรทั้งหลายพึงรู้เถิดว่า  เป็นซีรีส์ดราม่า ไม่ใช่รอมคอมตามที่เขาหลอกลวง ,neg
980,อ้าวว จะย้ายไปทีมจีอุงละ อยากให้เขามีความรักดีๆ เรื่องดีๆ บ้าง ถ้าไม่ได้รักกับยอนซูคือเขาก็ก้าวไปไหนไม่ได้อ่ะ ต่อให้คบคนอื่น พยายามหลบเลี่ยง แต่ก็ต้องกลับมาที่เดิมตลอด ใดๆ คือเบื่อชเวอุงละ มาเป็นพ่งเป็นเพื่อนอะไร หนีไป๊ๆๆ  ,neu
3327,‘ชเวอุง ขอบคุณนะที่เอากระเป๋ามาให้’‘เห็นไหมละ ว่าเราเป็นเพื่อนกันได้’เป็นไม่ได้ไหมละอุงงงงงงงงงงงงงง ยอนซูเค้าไม่คิดแบบนั้น😫😫  ,neg
3086,ตอนนี้น่าจะมองในมุมมองของยอนซูอยู่รึป่าว มุมมองของชเวอุงเรายังไม่รู้ แล้วก็ยังไม่รู้ว่าชเวอุงรู้สึกยังไงจริงๆ ,neu
2364,  คือแบบสนุก  ตลกร้าย  จิกกัดสุด  เเล้วมันเรียลแบบเรียลสุด ๆ ถ้าโลกจะแตกจริงเหตุการณ์อาจจะเป็นประมาณนี้ก็ได้,pos
1976,หนังโคตรตลกกก ,pos
3288,สรุปติดจ่ะ สมกับแมท 99% จริง ตั้งตารออีพีต่อไปละเนี้ยยยย ,pos
2742,เซ็งเป็ด,neg
1424,56. The silent sea พอ.นอ.ได้รับภารกิจตามหาตัวอย่างน้ำบนดวงจันทร์ที่พี่สาวนอ.เคยวิจัยไว้ เปิดเรื่องมางงนิดหน่อยเพราะตัดเเวปไปแวปมา แต่เข้าใจไม่ยาก ลุ้นมากกก ทุกฉากทุกตอน เดินเรื่องเร็วเพราะมีแค่ 8ep ไม่ได้มี love line อะไรนะ สนุกสมมงมาก อยากให้เเมส   ,pos
2241,สนุกกว่าที่คิด ดูแค่นักแสดงก็คุ้มแล้ว บทตลกร้ายมาก เอาเรื่องจริงมาเล่นทั้งนั้น จิกสุดทุกประโยคทุกประเด็น แต่เรื่องนี้ต้องพากย์ไทยเท่านั้นเพื่ออรรถรสสส  ,pos
2309, จิกกัด วายป่วง ดูแล้วอยากสบถเชี่ย!ตลอดเวลา พากย์ไทยไปสุดมาก เหี้ยห่ามาหมด สะใจมาก ลองดูพากย์ไทยกันสักรอบนะทุกคน ,pos
2579,"""ฮยอนซูนายนะ ออกจากที่นี้ได้แล้วนะ นายเป็นอิสระแล้ว ..  มันเป็นเพราะว่าทั้งตำรวจ และอัยการ ต่างต้องการคนร้าย บางครั้งก็หาแพะรับบาป ที่เรียกว่าระบบตุลาการมันก็เป็นแบบเนีย ""//สุดท้ายฮยอนซูก็เป็นแพะรับบาปจริงๆ😭    ",pos
2404,☁️ หาร viu premium 🍞🥛30 วัน 20฿ (ว่าง3)♡︎ โหลดออฟไลน์ได้ ไม่มีโฆษณา— รับประกันตลอดการใช้งาน 🍕viuพรีเมี่ยม viupremium viuราคาถูก Viu ูก viuพรีเมี่ยม      ,neu
468,Spoiler alert  ...มึงงงงงง คือกงยูต้องตายทุกเรื่องเรยปะ กุงงจริง555555555555555555 แต่อาจตะไม่ตายบ่หนิ อย่าเรยค่ะ😭 กุเป็นฟคกูเศร้านะถ้าตายจนิง ละมึงทำแบบให้ความหวังมากอีตอนจบที่ลูน่ายื่นชิพให้ กุ???,neu
1766,ตามบ่ทัน ,neu
1328,สนุกมาก และซีจีคือดีมากกกก ใดๆคือดูแล้วชั้นหอบตามนักบินเลยอ่ะ อึดอัดไปหมด ตอนแรกที่เข้ามาดูนึกว่าเป็นหนังแนววิทยาศาสตร์ทั่วไป แต่ไม่จ่ะ มันมีอะไรมากกว่านั้น มีอะไรให้ลุ้นระทึกทุกอีพีเลย 555555555  ,pos
2763,อิ่มแล้ว,neg
2006,กุว่าเขามีประเทศไทยเป็นแรงบันดาลใจ ,neu
1710,พล็อตเจ๋งดีนะ เอาดี ปกติจะติดเชื้อตาย ตายเพราะเลือดกลายเป็นน้ำ แปลก ละปังนะ ถ้ามีซซ.2 ก็ต้องมีซีนฆ่ากันเพื่อเอาน้ำละ1 แย่งแอนติบอดี1 ,pos
1198,ซีรี่ย์เกาหลีเขาไปดวงจันทร์กันแล้ว ตัดภาพมาที่ละครไทยยังตบตีแย่งผัวแย่งเมียกันอยู่เลย ,neu
670,เพิ่งนึกขึ้นได้ว่า Cate กับ Leonardo เล่นหนังคู่กันครั้งล่าสุดคือ The Aviator (2004) ตอนนั้นทั้งคู่ยังไม่เคยได้ Oscars เลย 17 ปีต่อมา มาเจอกันใน  Cate ได้ 2 oscars Leo ได้ 1 oscars ,neu
3257,พี่เค้าดูเป็นคนรักเพื่อนนะคะ 😄    ,neu
2603,ดู  แล้วรู้สึกว่านางเอกแค่ง้อคามิลเพื่อให้ตัวเองรู้สึกผิดน้อยลงแค่นั้นแหละ พอคามิลดีด้วยเริ่มลายออก เห็นคามิลกับเชฟไม่ได้หน้าหงอยทันที,neu
1275,ดูจบแล้ววว กุรู้สึกว่างเปล่ามาก วิ้งๆ 🥲 ,neg
711,เกรอลคุณพ่อเลี้ยงเดี่ยวกับลูกสาวเจ้าปัญหา55555555555555  ,neu
3384,ฮือออ อีพีนี้ร้องไห้ตามยุนซูเลย เจ็บปวดเหลือเกิน ผกกจะให้เค้ารักกันตอนจบเลยรึไงคะ  ,pos
1598,ว้าวทุกครั้งที่มีการเปิดเผยเรื่องราว โอ้ยชอบ  ,pos
2598,ชอบมากกก555  ,pos
2257,ดู  มาได้20นาที ต้องหยุดมาทวิตด่าก่อน นี่แหละที่มาของคำว่ามีรัฐบาลโง่เราจะตายกันหมด อยากเข้าไปหยุมหัวอีดอก,neu
1720,เต็มสิบไม่หัก ตะโกนคำว่าเลี่ยหุ้ยไปแล้วมากกว่า20รอบเพราะตื่นเต้นทุกตอนจนิงๆTT ((กงยูหล่อมาก😻😻)) นสดเล่นดีกันทุกคนเลยแบบฮือ นี่มันซีรีย์ชั้นเยี่ยม  ,pos
2920,เห็นความใสซื่อ จริงใจ เจียมตัว ของแซ๊ปได้ดีมากๆจากการแสดงของตี๋ สีหน้า ท่าทางทุกอย่างมันแสดงออกมาได้ชัดเจนจนเราเราอินตามไปกับตัวละครจริงๆอะ  ,pos
2269,เนื้อหาเพลงก็จุกดีนะ ในสถานการณ์แบบนี้  ปกติไม่ค่อยดูพากย์ไทย แต่เรื่องนี้มันส์มาก อารมณ์มาเต็ม   ,pos
203,มีใครดู  บ้างป่าว น่ารักมากเลยนะทำไมไม่เห็นติดเทรนด์,pos
2981,5555555555555555555555555555555555555มึงมาผ่อเตอะไค่หัวเจ็บต๋องหมดอิ ,neu
763,จีเเทเค้าไม่ได้มาช่วยฮยอนซูนะ เค้ามาขโมยหัวใจ ไม่ได้เป็นคนดีอะไรนะเเต่จริงใจกว่าตำรวจ อัยการ คนดิบต้องเจอคนดิบกว่า ลองมาเเกล้งน้องซูใกล้ๆหัวเเม่ตีนดิ เอาคืนเท่าตัว🥶 ,neu
2790,สะพรึงค่ะ,neg
2907,ส้มป่อยลาบลำก่อออ ,neu
3323,ฉากร้องไห้กุกยอนซู คือปวดใจมากกแม่ ภายนอกเข้มแข็ง​แต่ภายในโคตรเปราะบาง ㅠㅠ แล้วฉากที่อุงบอกว่า เกลียดที่ผมรู้ตัวตนของยอนซูที่คนอื่นไม่รู้ คือแบบฉากที่ถ่ายทอดมุมมองของอุงคือดืออมากกก คือแบบดี! ต้อง! ดู! แล้ว! ,pos
3290,ดู  แล้วอยากกลับมาวาดรูปแบบออฟไลน์เลยอะ,pos
1933, เป็นเรื่องที่กูดูต่อยาวๆไม่ได้เพราะกูสูน (อินหนังเกิน) เป็นเรื่องที่สะท้อนสังคมมากๆหนังสนุก ปั่นประสาทดี55555,pos
326,ซีรีย์อะไรเนี่ยยยย​ นุ๊บนั๊บหัวใจไปหมด​ ทั้งยิ้ม​ ทั้งหัวเราะ​ ทั้งร้องไห้​ จนลูกสาวคิดว่าแม่บ้าไปแล้ว​ โอ๊ย​ ดีไปทุกสิ่ง​ ฮีลหัวใจในวันที่​ ​ จบไป ก็ขึ้นแท่น​ เสาร์อาทิตย์อาจสุข​ และใกล้จบอาจจะเปียกปอน​ แต่รักทุกตัวละครมากมาย​ 💙,pos
1623,สำนวนเกี่ยวกับทะเล🌊all at sea สับสนงุนงง(กับสิ่งหรืองานที่ทำอยู่)Between the devil and the deep blue sea ตกอยู่ในสถานการณ์ที่ยากลำบากพอกันทั้งคู่A drop in the ocean มีจำนวนน้อยจนไม่เพียงพอต่อความต้องการ,neu
2456,ในไลฟ์เมื่อวานนี้ คุณคิมซูฮยอนก็ใบ้ตอนจบของ  ว่า The moon embracing the sun ค่ะตอนนี้ก็ยังว้าวอยู่เลยที่น้องไปรับเชิญ เหนือความคาดหมายมากเลยค่ะ😭 ,neu
653,ช่วงนี้ดูซีรีส์ไม่ยั้งเลย จบไป 5 พาร์ท หนังยิบย่อยแล้วต่อด้วย  ไปอีก 2 ซซ แล้วต่อด้วย ,neu
2031, Netflix : สนุกจัด เสียดสีแบบฉิบหายวายวอด รีเลทกับความผู้นำโง่เราจะตายกันหมดที่แท้จริง เสียดสีไปทุกวงการเลย ดูได้ดูเพลิน ขนดารามาแบบเต็มเรื่องมากมาก สนุก ควรดู. ,pos
1966,ดูเถอะ ดูแบบพากย์ไทยนะ ดูจบใครบอกไม่สนุกผมให้เหยียบหน้าอีลุงข้างบ้านได้เลยคับ ,pos
430,อีพีแรกก็ลุ้นเยี่ยวเหนียวแล้วอะ ,pos
122,สำหรับเราให้ 8.5/10 เดินเรื่องช้าแต่โดยรวมดีมากภาพสวยนักแสดงดี โดยเฉพาะเวียร์แสดงได้สุดมากเป็นวันชัยสมบทบาทมาก เต็มที่จริงๆ ถ้ามีรางวัลbest actor awardจะมอบให้เวียร์เลย เก่งไม่แพ้ดาราHollywood     ,pos
3208,ทำใจไม่ได้ ถ้าเขาไม่กลับมารักกัน ,neu
509,น้ำขาดแคลน แต่ทำไมทุกคนดูสะอาดสะอ้าน ดูได้อาบน้ำ เสื้อผ้าก็ได้ซักด้วย ,neu
1818,ELLE จับเข่าคุยกับ กงยู-แบดูนา นักแสดงจากซีรี่ส์ไซไฟระทึกขวัญฟอร์มยักษ์ “The Silent Sea” อ่านเพิ่มเติม :     ,neu
1609,ดูหนังสตรีมมิ่ง  ซีรีส์ที่กล่าวถึงเมื่อน้ำเป็นสิ่งหายากและการกอบกู้ภารกิจบนดวงจันทร์เข้าด้วยกัน รู้สึกชอบที่เกาหลีทำออกมาได้ดี ตัวธีมเปิดเรื่องให้ความรู้สึกเหมือนซีรีส์ฝรั่ง ถามว่าสนุกไหม ก็สนุกดีแต่ก็ยังคงความเกาหลีครบถ้วน ไปดูกันได้ที่  ,pos
1843,2021.12.23 doonabae instagram update D-1  นักแสดงแบดูนา และ กงยู ระหว่างสัมภาษณ์โปรโมทซีรีส์ Netflix  เมื่อวานนี้ค่ะ source:     ,neu
